memory_usage,storage_usage,workload,Resource Allocation,,,cpu_utilization
68.51353834,87.18781827,100,68.94380438,,,44.94373583
41.92346001,49.23194309,100,51.07231777,,,63.96776143
50.19072024,65.49070035,96.99163599,52.80346333,,,34.82965124
36.0889429,81.83139053,91.34739504,51.54001021,,,31.75821007
37.73538228,95.11568857,83.12315233,58.3782554,,,44.61059081
42.21675826,,82.69722753,55.33057649,,,23.69216767
82.46201589,74.02109301,83.57214124,66.0238156,,,33.80556829
79.47852527,85.76370705,100,79.09747433,,,75.47829071
28.86062133,74.41517416,83.39249298,45.60691944,,,
,82.4167308,70.02000545,58.51929949,,,21.37691314
49.61001079,75.28983985,100,59.7480857,,,52.46377942
80.76070856,68.76522126,97.09806502,65.30792155,,,35.38530083
26.96431229,50.85768767,82.51677235,41.22411178,,,49.12524574
54.76895149,66.44909922,100,65.11889341,,,81.74113793
45.50754844,95.9397605,95.83888456,64.45829561,,,52.70044663
,75.28983985,100,59.7332449,,,52.46377942
83.87646281,50.44991672,92.58601922,61.2631013,,,40.14266702
23.52009074,93.43872404,100,61.89990632,,,80.97862482
52.55592213,53.8277408,90.35015467,49.36403622,,,34.74234435
58.08064882,67.57657062,100,64.26298094,,,70.54294751
44.05614181,71.40690281,100,58.94507585,,,64.21663351
57.56462318,93.41995932,82.93189816,60.27954502,,,21.6229807
51.93076531,78.11291062,100,67.10875804,,,78.80988249
,79.38325887,100,62.77292025,,,76.83542
70.3402543,70.17353018,87.11149722,59.68905992,,,29.41853958
62.9887358,62.75093508,70.05534464,49.88878428,,,15.01608385
26.8298843,63.07763877,76.15251384,41.23271094,,,34.29994175
45.85841609,72.73504263,100,63.317722,,,79.64755411
65.82986432,,100,66.9410713,,,80.01251468
56.85367195,76.88601743,100,60.71278871,,,41.98987381
63.86601954,82.95546551,97.00470836,74.51215649,,,86.76985059
49.43678245,62.45162855,88.19032397,53.36702309,,,47.29305889
69.8521693,63.64457264,70.2613404,,,,29.79845882
76.45653091,55.91467994,100,71.15221133,,,87.98579774
43.50710359,62.78304213,95.37469316,51.73048137,,,46.33211257
18.61289728,109.0372676,100,67.18721579,,,90.9318226
,,100,45.69769508,,,70.46168505
,57.48475388,100,56.69299436,,,70.84055936
,96.13298784,77.84379992,56.42233824,,,42.74238698
5.468339185,72.1960823,95.2761106,43.50028841,,,59.92480166
93.75693252,83.62363455,100,76.87154008,,,43.56933025
5.392444613,103.4734787,87.45568299,51.07111149,,,52.47719144
46.22789343,67.20182343,100,58.24494494,,,63.30908033
,82.12448384,100,84.85725168,,,85.07311077
59.10043944,61.09051912,55.18274035,,,,
48.59259812,54.69611629,78.49500964,43.02768025,,,16.0419205
18.45084714,100.6287846,85.73671593,57.0197713,,,62.49854312
39.39945077,64.58441844,100,60.39206222,,,
52.74415,83.55032875,100,72.87084532,,,96.33320057
49.61001079,75.28983985,100,59.76334701,,,52.46377942
,,79.15712009,45.03314815,,,29.13701637
25.9104549,71.75015063,67.54996848,35.89508291,,,1.653447219
52.15089165,89.93228929,76.70167746,59.86812136,,,37.28939521
21.01736981,79.07758474,100,55.55856864,,,76.99370813
60.82985789,57.15148583,100,,,,82.11842033
34.36662624,86.64472213,100,67.65508684,,,99.12548059
42.26348199,56.33000141,96.90248832,58.39339547,,,88.43073981
24.34140687,56.83914642,74.01003646,37.19914259,,,29.81327029
59.4898915,65.55779048,83.77676655,56.18583983,,,40.21383378
,,68.59249593,49.25313987,,,8.704772117
56.72587391,,96.66526694,59.40874113,,,66.74819642
44.04704286,105.1417789,80.76837863,60.93158865,,,31.77528118
56.03987911,91.38129455,76.11712761,59.20547285,,,25.50806207
64.53074514,,57.93646119,48.29404588,,,
48.89175451,,100,71.44616934,,,78.45656085
28.24456757,94.30511371,100,63.10805631,,,77.15991419
55.63645402,48.90255952,86.5657951,,,,
70.19848017,67.66577567,100,65.74712535,,,56.19468559
43.65252304,76.52508042,72.45583562,48.23053378,,,19.45206293
72.27832668,74.9860296,74.16538193,61.09278922,,,31.35763011
17.9536124,71.43628607,73.86849331,,,,40.7516725
49.61001079,75.28983985,100,59.73677032,,,52.46377942
48.41118054,56.04628476,100,61.91271215,,,93.44584483
70.94235774,95.33725725,95.81073958,68.26564548,,,27.31604587
50.78527685,103.0949582,89.36557243,67.13245666,,,48.37420939
49.69657389,92.04429172,92.98663633,60.52483375,,,34.16801165
37.38960684,78.88140512,100,63.56866449,,,86.24881311
77.8342002,,93.76273746,63.79062552,,,21.97093505
73.75095165,,79.82343884,,,,36.72368004
62.74970292,74.58938142,100,67.51798074,,,67.02469792
44.88624157,63.08566723,100,60.47963908,,,82.32315088
36.92213617,48.25338402,83.62767891,46.54357549,,,60.4160957
27.57031424,65.82967378,95.63222191,52.65137457,,,73.63060267
,71.20802185,93.02827301,61.61330301,,,46.48556511
49.25427028,86.87927856,72.96408553,56.57200692,,,32.92828108
26.52611988,71.79497635,100,56.46859693,,,82.35188163
31.81345411,79.05231519,100,58.72158907,,,72.99125378
41.52581329,86.78816273,58.1648627,49.3112284,,,19.24855839
72.16551531,71.5734385,97.61569365,65.57487131,,,46.9323488
53.84621462,82.43716444,98.58772145,63.34895261,,,51.84147873
82.62063845,60.32739385,90.98520309,59.68269173,,,20.89682754
52.74829145,86.59247599,97.18698174,63.13447768,,,47.1824764
,59.47714655,97.5351746,43.68417768,,,77.73991545
47.00854499,74.55506284,73.33254712,46.73802509,,,8.94830183
46.26814773,102.8123896,66.94435906,57.33832856,,,
55.94053465,99.36239794,85.04275093,67.49840355,,,48.62363807
68.8148259,86.93731363,100,79.6372427,,,95.00164916
,,96.26984513,70.01535537,,,44.37356938
39.78582307,71.73570566,100,56.96368169,,,61.71538993
,109.5674251,99.59493511,63.01667951,,,48.39353126
44.12766252,67.63328543,83.8597389,50.84416718,,,38.88032683
32.74458491,93.49605702,66.37521881,51.07124596,,,
,64.32230874,87.13733358,54.61570345,,,56.02190477
,72.04527035,100,65.99904935,,,95.46390997
46.35055798,72.19916855,100,65.44921843,,,89.3806032
27.62343826,78.50043163,83.87114289,48.94867805,,,42.63015965
53.6537048,,98.91139932,74.08887944,,,62.97905081
69.13512557,62.19604002,100,68.71549599,,,80.04254771
15.21252793,,100,57.06453276,,,84.8259085
58.65748292,93.40219653,78.57000527,,,,42.55731328
,76.60587079,100,66.89209195,,,16.29921278
50.66954547,65.54406919,100,60.86123777,,,70.38771658
,78.34543986,74.83243252,42.39494788,,,29.23318167
,103.5990974,100,76.79317609,,,79.44936366
56.87505041,78.99697732,100,67.92992622,,,
,103.6331562,95.64189285,56.57656469,,,61.66785484
83.59057126,73.09683871,100,74.38843124,,,65.0889335
50.3354158,68.24118211,76.22833733,47.35850746,,,13.95881908
57.48702471,85.87364555,100,72.68419971,,,
85.17321027,80.78332774,100,81.40278847,,,83.85330298
25.49692025,,87.91643442,42.35777254,,,46.10207187
92.04671112,,100,,,,83.20802508
55.80745992,75.86373862,100,67.89487992,,,79.13612881
14.59726399,89.36197068,66.55554798,42.56588504,,,26.8592477
43.494775,55.34126157,97.14722767,51.47406116,,,55.51373467
42.88534181,93.02689411,63.99354326,53.8205926,,,25.98516128
11.9246906,75.41840886,88.07143729,41.31543583,,,
49.61001079,75.28983985,272.0350471,98.25994917,,,156.3729193
47.11247561,81.90160397,78.12951911,55.48187304,,,36.6774535
63.95101443,69.46482154,97.8729271,61.43917834,,,
61.31240005,93.69759844,81.87658565,68.02657672,,,51.30840791
60.77593408,95.55629165,100,,,,70.69936101
65.59149115,56.04965632,100,62.18265903,,,64.77244631
78.26566949,69.95747884,100,66.03365332,,,39.84924828
47.95703662,76.85923025,95.29902375,61.31864733,,,62.29279208
49.61001079,75.28983985,89.29538175,58.72166068,,,52.46377942
59.82901918,60.72608156,100,56.88572605,,,42.95759333
22.70586814,,85.45130305,44.74197777,,,26.34108062
60.45906135,85.24298146,91.6254218,70.07488699,,,71.03587549
41.3991099,48.99041549,76.81911726,36.8228862,,,8.855062348
,,100,69.41695571,,,76.12461229
59.82331072,84.0128888,100,63.84764069,,,
30.43742359,55.15534928,100,50.63885566,,,73.29370412
69.98801939,,100,73.19113017,,,84.15888189
55.37653328,98.38274478,83.71010956,62.15267777,,,26.67892302
54.78928529,65.22743092,73.92635664,,,,24.35325108
72.11204624,93.84100319,100,77.50334128,,,68.92204838
15.23436993,72.90542841,90.95898164,51.81942182,,,82.70874167
42.14582657,46.60229842,75.77550433,37.39463161,,,14.15566894
47.47676038,74.28974335,92.57732319,57.73755047,,,51.53414784
,,60.70288758,44.23228336,,,20.07895511
45.9900532,95.77195808,100,64.65619678,,,51.35619172
67.53477723,97.60945903,100,80.18863536,,,83.7998238
93.36369112,87.5887693,91.22931516,74.66261711,,,31.88797153
64.29973453,,100,60.93706395,,,43.48552616
75.05431133,93.14737612,100,78.82235278,,,
72.73345426,67.87048813,91.80709884,66.70374726,,,59.50860311
89.49714358,57.43998081,99.88727741,65.08171597,,,34.60023239
47.91783512,70.77925163,100,66.67461948,,,94.63582087
,54.98484258,98.19017181,61.30628935,,,54.69014067
38.84891619,91.56142105,96.63380368,62.29315115,,,60.45572345
60.49878716,80.69355947,95.56226303,62.35959761,,,39.63157033
52.22178216,74.44933982,92.6170028,63.94734887,,,
17.58961025,75.55065954,46.85885053,35.27956878,,,16.78397199
65.10487651,73.41429907,100,62.21612922,,,39.90458103
49.61001079,75.28983985,78.62980769,,,,52.46377942
90.1443736,84.68055042,100,73.52017563,,,32.47359033
42.1852038,63.70609673,100,61.54105906,,,
66.68075156,76.08157708,87.81161578,60.94759699,,,32.69659262
51.19373452,73.48022059,68.39846631,49.92658629,,,20.61766234
72.49621505,47.05948692,94.48294823,58.15984332,,,
56.16764293,,98.05234053,62.02802586,,,54.46391559
49.61001079,75.28983985,75.43388655,,,,
77.44169612,78.01646498,100,78.60006494,,,88.46941345
35.62908278,64.0852358,88.11055023,50.97796684,,,57.56903385
60.41628265,,100,65.67177156,,,66.99202307
79.24847206,101.3983151,100,79.15300979,,,52.88205755
77.03591705,64.47568106,100,,,,31.38982673
64.05311442,76.02250455,72.29677106,54.46252574,,,13.62001215
47.2814792,84.45809028,100,65.52432505,,,69.92637235
49.61001079,75.28983985,272.0350471,98.24592063,,,156.3729193
28.08245413,70.87441643,90.58744316,49.01485324,,,50.43769752
49.61001079,75.28983985,97.0200705,59.47855726,,,52.46377942
46.93443577,70.87496467,54.53432141,42.19802036,,,
14.6251356,47.91356091,100,44.51862772,,,82.75243554
49.34667806,92.9887443,82.53609356,59.27158935,,,32.02059896
51.95104267,61.45768173,76.13644948,47.67588557,,,23.06003289
68.73263244,,100,72.30427728,,,85.42767436
41.10328531,63.60162418,100,60.89106555,,,
53.23431816,74.71818552,78.82143205,54.51397919,,,31.94243395
40.4811953,,100,56.25130128,,,62.46697676
33.94007447,67.25603418,100,56.33245218,,,75.60348044
25.42475795,75.0117508,97.35675722,52.02266229,,,60.00612118
60.31745561,79.53950543,100,72.06139474,,,85.35528776
61.89005793,42.18090104,100,58.04739678,,,72.56282747
43.49397529,67.11242528,87.95885958,56.23017315,,,64.16656678
91.82878707,58.31232317,87.33295564,62.07642376,,,20.84435745
18.60539743,,100,55.97149462,,,95.06291689
70.01058362,65.94338597,85.30787066,57.18158835,,,25.42747299
,54.87994384,72.80713587,49.79741181,,,20.32447709
68.89382129,51.31354518,100,63.57038897,,,72.49719599
65.73774911,75.33678439,100,69.86006493,,,71.75738857
66.2071057,52.86939382,100,56.37575216,,,41.27922142
54.06488298,67.97269433,88.19221488,57.21988742,,,49.22809965
,44.24866976,89.52730798,,,,34.71633599
47.13824529,63.39956596,91.88431749,54.83316104,,,55.07307734
73.38046837,96.34836712,94.15404953,75.0777858,,,54.17802577
60.04430264,61.32029646,100,61.65379303,,,64.1460323
30.32155373,,71.30258549,39.02958989,,,
40.58344365,99.97841486,100,64.63226012,,,54.10652351
61.64379922,70.56179798,99.67160515,67.31883498,,,74.19911941
,58.79188296,100,66.81554273,,,81.79001802
,76.26885556,93.58107591,53.47559463,,,48.77114723
65.8528123,86.96177602,91.81838239,63.98870727,,,30.25706001
41.87437918,97.19291371,100,62.70504721,,,47.02039082
88.8601168,59.2222382,100,63.61931237,,,26.27772318
50.98738496,71.06812552,100,64.58729096,,,79.00184831
74.22283784,91.30159949,100,78.12623536,,,71.96578421
29.56813657,85.6428522,94.30860614,57.1433907,,,62.26243378
,52.64892249,97.29967975,59.58685185,,,26.5998988
32.81878282,62.59004597,99.88248479,53.49441916,,,71.28914059
44.89658601,84.06258346,84.22347719,59.84654972,,,55.06829101
,44.58035038,83.4213185,45.56059047,,,22.67706802
43.38676421,63.0148266,100,55.98339314,,,63.91311101
64.51012059,104.5216731,100,78.1525246,,,
89.79240237,75.97400709,100,83.57385865,,,93.23038362
15.1481049,55.91172561,58.50534033,30.31067935,,,21.82122548
60.44965503,71.51365077,100,62.14397573,,,50.42939384
31.0585103,81.98145071,65.59109029,45.01512598,,,
38.54797433,,83.87003553,47.94883332,,,29.27258252
,98.66345501,67.49634274,55.84275735,,,11.06740557
89.00829398,50.91593411,75.446807,55.18276122,,,
51.77850376,72.9048334,69.33709967,47.3454223,,,7.82825496
,82.35247135,100,,,,
,73.79724388,84.74213388,54.29143501,,,28.54615173
27.64453373,99.76651835,77.29141456,59.20919862,,,61.82599019
49.61001079,75.28983985,272.0350471,98.29386226,,,156.3729193
49.5268792,88.30897088,100,70.5999056,,,83.89952524
,61.87634389,79.1468017,49.63658696,,,
40.92284398,,79.60665161,49.88544971,,,38.607376
,71.33944477,100,64.64038842,,,73.94882953
46.13149428,94.24294335,78.39857034,61.15965995,,,46.49177913
42.36932191,88.15279671,100,,,,88.20287524
74.77793692,75.49367737,100,73.62615775,,,73.38149098
9.214388712,64.10414276,57.41775193,33.42078425,,,35.08778749
66.67482412,60.11463648,100,66.60135259,,,77.57300422
30.31264229,58.71529342,80.10995,38.58664752,,,20.36874806
,88.28091414,96.7458092,70.51827532,,,68.47658198
53.84082056,,88.25835738,53.06701495,,,
37.40786879,71.5300965,72.49922705,42.95303001,,,12.89088989
41.19390788,59.40663925,94.89267539,56.78680296,,,79.1118979
66.65117545,53.58837965,83.69854038,52.78850541,,,29.7803902
67.48619957,74.0734032,100,66.79039032,,,56.22008882
11.63119882,,100,59.27688043,,,81.73234118
57.45848125,91.11975752,100,70.78721023,,,67.01771546
,67.87733197,100,59.65647352,,,91.34360829
33.95147613,47.55298464,75.86624349,39.44750991,,,36.49839722
24.46843044,99.45348983,71.56280609,47.32422796,,,14.66041029
62.1413767,,100,64.20645224,,,83.64458222
59.9110142,72.21200088,89.29461478,60.8776702,,,49.25466401
76.13628474,,100,72.92861076,,,69.0342051
,83.98605571,97.84527286,65.80536921,,,43.29764261
42.35511086,106.2707925,96.25524379,64.32961099,,,
49.61001079,,87.81918122,58.60220595,,,52.46377942
79.77524379,89.21234914,88.52441386,64.67164857,,,7.426471536
86.35515619,58.98397971,100,74.23027729,,,80.73843827
,83.09128081,88.07413909,55.86971373,,,
,90.2074443,100,59.39136842,,,53.75775009
13.15860449,83.17128241,70.58658079,40.8632972,,,28.75053581
49.61001079,75.28983985,272.0350471,98.25989981,,,156.3729193
36.80727345,73.30558867,89.48528811,56.2751858,,,66.2834605
43.4230727,58.32867124,70.89954561,42.47103264,,,20.49754861
80.34727139,57.25575204,100,72.71535298,,,86.52653095
,46.33763156,100,61.0208917,,,
,44.50506895,100,54.07330812,,,24.53636429
93.35010284,71.97394293,100,82.01622855,,,85.81093343
59.85821469,,100,,,,
61.51638933,75.25004857,100,69.13856061,,,75.93464689
64.30483148,76.15712734,100,72.95549043,,,87.51942065
59.77040635,99.37659414,78.49217321,65.36929696,,,34.95169482
64.03569199,87.36810107,89.73451506,68.46932863,,,54.71328469
50.7680899,78.08317777,100,66.70969806,,,78.99809454
12.93330282,83.46311546,97.12052688,,,,66.68729806
,86.95566315,95.77851351,65.83096799,,,24.17050534
79.30194743,98.04697772,100,81.11604301,,,66.91289883
53.14613958,108.4083366,84.6727553,65.77431054,,,32.15896191
63.06624303,78.61595263,100,63.59599513,,,41.95451678
49.61001079,75.28983985,83.55900196,58.18134778,,,52.46377942
49.61001079,,272.0350471,98.24839965,,,156.3729193
25.51283144,105.9965392,94.12579058,62.72237912,,,65.30749339
23.4122009,94.26901513,90.9534624,57.0754105,,,61.12780162
17.44948081,84.95903849,77.01456318,49.06397307,,,54.33416018
61.98020686,49.80730182,100,52.92719348,,,36.96933752
27.29225319,,100,,,,68.14050663
30.02196767,79.01744589,100,61.9792453,,,91.34140072
86.77227903,100.3143877,87.37983727,79.93566385,,,
69.27426767,92.5958542,86.97289154,,,,
77.69686421,84.25255026,90.7373071,66.13500411,,,
79.01400391,73.93131365,95.6802052,67.34463699,,,40.65635241
44.26884887,56.88253358,61.04658172,41.80352282,,,22.52867529
,,89.08336982,58.71692949,,,52.46377942
49.61001079,,78.14787168,57.68394134,,,52.46377942
15.09546837,90.98812928,80.07501082,52.44267924,,,63.76626721
70.65926921,81.28765298,100,75.8592222,,,82.18943133
60.58300154,72.38600029,100,,,,61.80861361
40.95895119,83.00541958,95.39649788,55.22792678,,,
80.65600814,,100,,,,55.96672862
65.26282948,50.93156564,100,57.29425654,,,50.02695364
67.56687327,86.2238159,82.59905598,64.43175175,,,34.69955737
88.28724753,47.0944504,99.9803913,59.26202707,,,
48.13505997,72.20966385,91.10114967,58.9939303,,,59.8901791
50.26201103,104.2815695,82.65835415,61.30088187,,,23.16921668
35.32061503,61.40401917,84.93429959,47.34669783,,,
85.18753411,47.1920571,100,67.26549169,,,67.51173168
49.48014625,89.97085981,100,,,,68.35792212
,58.02625654,91.24057275,54.23326608,,,66.00343639
23.99721005,82.47027993,100,60.84755597,,,91.49546938
66.75096798,72.74071178,100,68.03398643,,,65.44255225
56.67954885,60.46974489,100,62.68203498,,,
53.86626357,103.8957944,100,72.02202607,,,60.03119228
,49.18709193,100,61.35390465,,,82.12756664
42.43899448,,100,57.1162557,,,66.22276725
50.06149701,72.5089803,89.54337444,51.30209658,,,20.89222221
,93.09935899,100,,,,94.58065403
,,100,72.35465311,,,81.11286811
13.75684125,61.19002187,67.35008675,33.24068098,,,26.15097211
49.61001079,75.28983985,100,59.75081263,,,52.46377942
29.09457065,58.37226535,67.8137118,36.60120056,,,19.12380756
66.16968782,59.59891634,82.83165454,52.9633036,,,22.83061923
58.10998068,94.40167282,96.20287759,,,,61.53157505
34.71773315,,86.08969857,48.64280683,,,28.54384142
,70.61540566,96.12724471,46.93981517,,,45.24605261
70.27657949,89.97769528,94.32997122,68.64383762,,,38.82701558
65.35037923,64.93059137,64.62780231,51.57378029,,,17.93954167
49.61001079,75.28983985,93.51191156,59.11506784,,,52.46377942
49.74806738,88.45215307,75.05085279,57.17649293,,,31.6666032
36.72703824,65.5986602,96.23587705,53.77968791,,,63.08614922
,75.99901979,89.73255243,55.92015125,,,15.75680145
32.65066442,83.64915804,72.20034064,49.85440657,,,35.4575467
81.92737679,76.48015811,85.55811763,64.45266061,,,22.84820579
54.94395892,51.05576515,97.97339141,,,,44.15178251
21.18161569,88.20991643,100,55.97132132,,,
59.92176562,82.08451733,100,65.6771507,,,
39.76042679,88.96376834,91.23920709,,,,53.64856195
67.7998031,73.28537848,91.09886032,64.86221186,,,51.66776019
72.55150066,78.53043121,96.27870704,65.12211282,,,34.53724401
,65.71001853,100,54.36894924,,,77.82028135
59.71070799,50.44776915,100,57.54387665,,,61.66058651
27.9068678,95.1045034,100,,,,68.38771326
36.86998098,71.06090114,100,60.40557585,,,84.01316772
61.90365553,86.24857739,96.87888267,66.16339149,,,
,80.82713251,80.76388051,56.16547644,,,51.99034775
51.85890582,79.89197612,65.61679,50.74138761,,,14.66527615
38.91682849,70.83132948,84.3708556,51.34549941,,,45.10651526
46.8072432,100.4729987,80.70940796,62.15660579,,,
33.45040956,85.73804331,79.57073759,52.71722913,,,41.13616126
61.05112654,72.77297812,100,67.15982682,,,71.07001728
35.99143898,69.32153573,100,57.00533704,,,72.1319104
67.85247691,,100,72.85760825,,,86.07941455
48.25962785,99.45613795,96.21777196,67.90024419,,,58.69038435
28.75743488,103.1973254,100,64.8772516,,,71.1857631
68.19957034,87.36727018,100,71.62967272,,,57.69917799
,75.28983985,100,59.75538428,,,52.46377942
69.23640904,60.21362766,87.35167099,58.63748375,,,41.13827464
77.2551735,59.77268458,96.23445183,63.9474097,,,48.87574139
74.60485168,,72.79709514,54.14415519,,,
34.25172521,62.22275403,95.84768102,49.33872075,,,51.65657174
53.90422084,53.42009912,88.33685389,51.65557123,,,44.87870528
28.84643314,59.36198525,66.4060866,36.0914746,,,16.30015574
84.88156822,47.72002047,100,67.24414448,,,67.18056519
55.66493403,100.0355487,70.05517106,61.13065621,,,24.82355669
76.75625275,60.36981898,100,61.69839796,,,36.57432922
66.39863513,62.21052718,100,,,,89.99469106
58.17357767,42.7708596,100,53.78429558,,,57.96407911
67.89560415,58.72556416,92.85468053,56.30955783,,,
24.44012263,60.5724844,86.38171314,,,,22.35755171
35.44722782,53.29137941,95.90976481,44.25346642,,,39.07588668
,80.98277698,98.45544415,,,,71.49030481
5.227450227,107.4024724,94.54879188,51.63814973,,,46.46849868
60.83852591,53.9462995,100,62.56722237,,,
40.30096801,61.51555388,93.19987242,44.5655434,,,
53.79446436,62.75127202,100,,,,29.85589896
27.54824253,71.00077818,63.46141279,38.97547456,,,16.07126357
55.79049333,61.78326517,95.33743453,57.20472213,,,52.11713941
,58.00970586,79.19468899,47.53406866,,,30.90592228
45.60822786,88.81629479,100,70.55194225,,,89.92192888
,88.41263726,100,82.57179841,,,94.3493046
27.54443154,76.10800053,82.99534845,52.06060476,,,61.24919011
28.41859577,81.3607204,84.12037409,51.5618319,,,49.0184167
72.89541758,,100,61.74161062,,,58.74397423
35.37773407,83.15587506,93.77514541,60.29109888,,,70.78691515
36.81425658,64.66019549,87.69985271,,,,46.63909468
31.56284985,68.22379827,71.40539165,44.1234482,,,33.98815195
63.08153319,54.81324318,100,58.25146161,,,52.46672848
62.78272806,63.44384395,88.79440135,57.70893072,,,42.6303209
34.77180325,106.5976818,93.10454266,66.16428184,,,64.8926281
57.2205978,,85.96222588,48.27124947,,,
65.82134048,,95.65119339,64.71672872,,,36.65699647
49.61001079,75.28983985,272.0350471,98.25050456,,,156.3729193
,89.60133214,76.38459169,,,,46.10789973
47.43390307,68.631359,78.43895279,47.9500639,,,20.39859869
63.19419948,80.93247453,100,73.24345451,,,83.88722929
,75.28983985,69.8477099,56.8569223,,,52.46377942
26.23272362,73.02675463,65.68149377,,,,27.80557911
33.74525642,68.06337222,86.09378302,,,,30.27090664
20.25321885,99.04881489,73.02098492,52.2439801,,,45.02612566
32.21095864,57.70819123,89.85282895,45.65100525,,,47.43378585
,82.00396495,100,77.81792598,,,85.30292665
49.61001079,75.28983985,100,,,,52.46377942
45.56893724,63.33073768,100,56.69396339,,,62.96028138
,,100,51.776781,,,68.71470071
64.07773243,53.79728266,100,61.37918856,,,
62.87548882,71.51700606,100,69.61576778,,,81.36685621
21.54047632,77.92789786,98.33226803,53.02212778,,,66.69182259
26.60658105,93.19053692,84.09558947,59.23780242,,,70.4582975
,86.76624826,100,68.43435643,,,75.04823368
22.84610682,100.7828873,89.58724971,60.48407969,,,69.24560165
44.35236767,79.01798996,98.44238897,62.56846809,,,
,94.38425547,100,86.96533159,,,78.88909986
57.92216922,81.67841137,96.20815411,,,,53.2126529
63.72004298,73.18114269,99.22989788,66.68347099,,,64.01525734
46.92591192,54.89350461,57.52282635,40.2545281,,,15.08805893
48.35911892,70.28819086,80.32058425,52.15364291,,,35.24381486
31.91322965,70.30763889,97.07746549,50.39865336,,,48.17031496
28.81010221,70.24845878,92.91726733,48.07427416,,,
49.61001079,75.28983985,100,59.76970389,,,52.46377942
37.21029426,76.76378624,58.65857708,42.89692022,,,11.11870739
79.92655445,65.49599146,100,74.20581944,,,82.03201263
91.49705433,64.23274614,100,73.11844804,,,58.71839125
27.94842574,,91.54512358,53.05215726,,,49.15354943
51.90727168,71.68507257,100,64.93625105,,,78.18662571
91.66796767,76.44711779,88.56678935,69.50708962,,,
75.8022535,67.67055468,88.14197222,58.76425367,,,18.84309717
58.03096061,80.29339451,100,70.05662162,,,78.81494688
33.9963104,82.95717735,99.63671621,62.11285268,,,
40.1355296,62.12733172,100,57.83016439,,,79.54219634
,65.48687348,94.03830617,58.0678975,,,17.65676638
,,93.57206374,52.41244409,,,
76.94169373,68.83146595,84.88381044,59.54355557,,,20.19584593
69.24072539,,81.73077329,,,,20.39499901
55.05460193,,100,,,,62.89834841
58.78434832,64.03212248,65.24014079,,,,20.2014239
,75.28983985,72.58550926,57.12684171,,,52.46377942
43.57502352,58.81775139,75.69696842,44.34760945,,,26.04514456
49.89498349,,100,64.52225755,,,74.06539673
60.9341334,102.0851866,74.24200997,59.80482262,,,
11.00925595,71.3158886,54.65803587,,,,16.01949402
,87.89363261,100,72.95791697,,,60.96015767
66.78399046,89.56883438,94.72294929,73.71133057,,,69.14879404
24.74536391,62.49729949,100,,,,86.79904318
51.91397959,71.1301859,100,,,,40.05899089
41.70123235,46.76523387,83.42455671,39.12261672,,,19.50470909
64.71450752,94.93006532,90.71303448,69.06912619,,,44.75517466
33.85917211,62.28327075,67.04959466,46.34590571,,,51.18646547
36.544841,82.49942855,91.65194842,57.80503,,,59.25453595
,94.56503672,100,67.99589051,,,
35.17935819,,100,60.52487334,,,93.73977637
39.61417395,72.16380194,90.00478501,50.85111103,,,37.32059088
,84.36641781,89.62048282,57.93090224,,,38.38066441
55.58889493,73.44579719,82.37234448,54.97743652,,,30.37410712
73.58741775,84.82302939,99.0013884,62.84341457,,,11.52956331
92.23612388,83.19647387,100,84.90377077,,,84.50704986
30.22436506,66.49347145,98.13660548,59.01568076,,,96.63407108
38.66167951,83.29253437,89.99247235,57.09812506,,,51.65622901
57.57133891,93.63467364,90.08513044,61.71673383,,,24.83982875
56.56431804,,84.55075317,,,,25.39306687
69.61661283,55.70220719,97.1854607,61.38398666,,,55.79149192
,52.13946717,100,63.28958231,,,65.12849988
64.69336209,51.2863116,100,58.18691444,,,54.94631575
37.69875573,76.56030374,81.65606221,47.61582653,,,22.75561822
24.94337291,69.71898284,100,58.13254412,,,
36.76446076,64.65704281,63.01616082,39.24456725,,,10.91702733
68.33677534,60.37108226,100,60.89909452,,,47.52482245
,50.13286335,100,69.32334436,,,85.24360834
26.75532745,78.61930084,72.89712839,42.34395085,,,17.81836068
32.0342194,84.83313128,65.69052409,43.59854525,,,8.436068502
40.27613247,62.37658667,91.93551452,45.40028177,,,24.23908153
55.05354901,87.75753732,100,73.61779087,,,89.35569621
68.66426273,62.62372455,80.07279812,55.59682252,,,
47.03624678,70.6819354,81.56212037,49.72878646,,,25.17952154
29.98904059,92.55416644,75.49001713,48.13184967,,,17.24399116
36.79633689,,100,60.50881403,,,94.96137041
67.61799254,69.58997023,100,72.73390493,,,90.46335099
7.565034534,103.0576892,60.31544495,39.48402542,,,6.983882783
44.48840078,59.14674075,95.4873674,53.08064463,,,56.3569575
54.46342645,42.01987307,100,54.79790029,,,70.39904873
49.05255118,93.57292721,86.46306088,65.46172691,,,59.09635995
51.88522256,,100,,,,90.50498906
50.13473109,88.66255284,100,66.77205198,,,64.6373819
28.10068077,84.63054812,83.90402653,53.55016512,,,54.08937967
60.80157002,,82.00684981,57.7927757,,,46.90549608
15.72585252,104.6465184,100,65.72118958,,,95.68361473
34.74081889,52.20478366,87.19628403,,,,67.70816064
49.61001079,75.28983985,100,59.7293964,,,52.46377942
57.04817438,105.3197942,93.44305224,71.17020259,,,51.24131572
,82.69139142,95.70047002,60.45592509,,,62.74108032
,100.273388,89.54426886,64.20687883,,,55.25816679
